date,soil_moisture,temperature_max_c,ndvi,rainfall_mm
2018-01-01,0.27483570765056164,22.603659210754838,0.21246926413720635,0.0
2018-01-02,0.25261146175417704,20.250468641764535,0.21246926413720635,0.0
2018-01-03,0.27345253735977737,21.291940676875377,0.21246926413720635,0.0
2018-01-04,0.3103418061822141,20.963579784907157,0.21246926413720635,0.0
2018-01-05,0.25990717373934746,23.73697508348933,0.21246926413720635,0.0
2018-01-06,0.2447773586285829,21.185182879520212,0.21246926413720635,0.0
2018-01-07,0.30370565613133355,23.000914362100993,0.21246926413720635,0.0
2018-01-08,0.2929719123597519,26.021231908596594,0.21246926413720635,0.0
2018-01-09,0.24645997020020222,24.525815691673408,0.21246926413720635,0.0
2018-01-10,0.2679275925855694,21.123885266465823,0.21246926413720635,0.0
2018-01-11,0.2391586585272346,21.314624101625867,0.21246926413720635,0.0
2018-01-12,0.23044705618321137,22.926285107558854,0.21246926413720635,0.0
2018-01-13,0.2526027963597746,18.68942485489118,0.21246926413720635,0.0
2018-01-14,0.18381603034490945,20.316639048508584,0.21246926413720635,0.0
2018-01-15,0.16977268496551667,23.043642627307964,0.21246926413720635,0.0
2018-01-16,0.20625174196622095,21.829151113529708,0.21246926413720635,0.0
2018-01-17,0.20142643337816143,25.970947623927152,0.315817866235591,0.0
2018-01-18,0.24642658665428302,20.88962026609136,0.315817866235591,0.0
2018-01-19,0.21714713335304253,20.061583860048962,0.315817866235591,0.0
2018-01-20,0.19071351045917756,20.4077001199635,0.315817866235591,0.0
2018-01-21,0.28351176005000767,22.249597659337688,0.315817866235591,0.0
2018-01-22,0.25215135749797357,21.93733607594423,0.315817866235591,0.0
2018-01-23,0.25300889441346935,26.760080079148807,0.315817866235591,0.0
2018-01-24,0.2010364818065698,21.544369186400406,0.315817866235591,0.0
2018-01-25,0.21625754918358955,22.497591288006134,0.315817866235591,0.0
2018-01-26,0.24375955539492217,24.20601536447118,0.315817866235591,0.0
2018-01-27,0.20784309140869603,22.273473714362595,0.315817866235591,0.0
2018-01-28,0.2505023580647073,23.655250094232215,0.315817866235591,0.0
2018-01-29,0.229128353272254,23.391252692481398,0.315817866235591,0.0
2018-01-30,0.23352922473891152,24.336037757065345,0.315817866235591,0.0
2018-01-31,0.22399903599364457,19.90882682341488,0.315817866235591,0.0
2018-02-01,0.3070294472559062,24.405985950103457,0.315817866235591,0.0
2018-02-02,0.26663643131094417,22.582152828864643,0.3123070014321715,0.0
2018-02-03,0.2179710468798267,23.304219042641634,0.3123070014321715,0.0
2018-02-04,0.2691803859875596,22.23037503245077,0.3123070014321715,0.0
2018-02-05,0.21302458804728208,26.3982839949885,0.3123070014321715,0.0
2018-02-06,0.24621760223935105,19.06518663838132,0.3123070014321715,0.0
2018-02-07,0.18027682633601316,26.03971692116992,0.3123070014321715,0.0
2018-02-08,0.18259653618935887,21.96742221029965,0.3123070014321715,0.0
2018-02-09,0.23666910411222697,26.47033068643389,0.3123070014321715,0.0
2018-02-10,0.27184706153350746,25.94426101123166,0.3123070014321715,0.0
2018-02-11,0.2625520083017012,25.623792977220614,0.3123070014321715,0.9
2018-02-12,0.24971791260692194,25.344553701041324,0.3123070014321715,5.9
2018-02-13,0.23937674443645146,28.31781988339624,0.3123070014321715,14.7
2018-02-14,0.19506475366807546,22.694698069659534,0.3123070014321715,0.0
2018-02-15,0.2083248788066078,22.823850043196405,0.3123070014321715,0.0
2018-02-16,0.22137510665838975,22.778755140064494,0.3123070014321715,0.0
2018-02-17,0.278411809915179,26.047339196005993,0.3123070014321715,0.0
2018-02-18,0.27055018310944984,21.707529042658916,0.16975421293707027,0.0
2018-02-19,0.19445864949513925,26.4392756496359,0.16975421293707027,0.0
2018-02-20,0.2446805337773596,23.9533987575011,0.16975421293707027,0.0
2018-02-21,0.23492628031863677,22.51040363964953,0.16975421293707027,0.0
2018-02-22,0.22178561408488245,22.60835782192815,0.16975421293707027,0.0
2018-02-23,0.2629443543348951,23.28988625114343,0.16975421293707027,0.0
2018-02-24,0.28996828958782683,22.033331565762754,0.16975421293707027,0.0
2018-02-25,0.294585291045415,26.157729859110443,0.16975421293707027,0.0
2018-02-26,0.23400297400083214,26.959145540556683,0.16975421293707027,0.0
2018-02-27,0.23437845904545712,27.301000692124077,0.16975421293707027,0.0
2018-02-28,0.25690775781276187,24.26073629139622,0.16975421293707027,0.0
2018-03-01,0.2862164067931111,26.261539016849298,0.16975421293707027,0.0
2018-03-02,0.24409382371334817,25.78994388546243,0.16975421293707027,0.0
2018-03-03,0.24173008293077086,27.298295114133786,0.16975421293707027,0.0
2018-03-04,0.20879730078902026,26.94245744854699,0.16975421293707027,0.0
2018-03-05,0.19577195839388256,26.37255633044408,0.16975421293707027,0.0
2018-03-06,0.26216999130196167,22.616296638408603,0.17659281605100474,0.0
2018-03-07,0.3011193983905673,26.14248678048614,0.17659281605100474,0.0
2018-03-08,0.2628154652618585,26.84170124489191,0.17659281605100474,0.1
2018-03-09,0.2889682910047784,25.37629863832251,0.17659281605100474,0.0
2018-03-10,0.2743477481781007,26.374939429600992,0.17659281605100474,0.5
2018-03-11,0.23472513304225084,24.463794198378668,0.17659281605100474,0.2
2018-03-12,0.2580663861054697,26.570450704636936,0.17659281605100474,0.4
2018-03-13,0.30625119565794984,28.37623477529242,0.17659281605100474,0.0
2018-03-14,0.26562144732853665,31.69582572500382,0.17659281605100474,0.0
2018-03-15,0.3094489621520512,25.64682556489513,0.17659281605100474,0.0
2018-03-16,0.1761436100024743,27.78011583333753,0.17659281605100474,1.0
2018-03-17,0.25660967065387513,26.06218200786319,0.17659281605100474,0.2
2018-03-18,0.2550295485844985,27.958233559630745,0.17659281605100474,0.0
2018-03-19,0.24104360730904417,27.855290408826882,0.17659281605100474,0.0
2018-03-20,0.2505247093714558,30.12902310243495,0.17659281605100474,0.0
2018-03-21,0.18059250080040548,30.57301016083968,0.17659281605100474,0.4
2018-03-22,0.2214892341658087,29.112939698472555,0.16424647710133156,0.0
2018-03-23,0.2539457102526537,28.721803713228436,0.16424647710133156,0.0
2018-03-24,0.30291000464174916,31.488112536427202,0.16424647710133156,0.0
2018-03-25,0.24773354375294707,29.6400017263853,0.16424647710133156,0.0
2018-03-26,0.22102278702462252,32.4793502841051,0.16424647710133156,0.0
2018-03-27,0.223745339581928,26.345208300684263,0.16424647710133156,0.0
2018-03-28,0.274162675994151,33.34472667194988,0.16424647710133156,0.0
2018-03-29,0.2687550916363342,28.713499599539432,0.16424647710133156,0.0
2018-03-30,0.23708492035905387,27.944934315850045,0.16424647710133156,0.0
2018-03-31,0.2640898362666836,30.197561902175803,0.16424647710133156,0.0
2018-04-01,0.25762466510718646,28.129506953860677,0.16424647710133156,2.9
2018-04-02,0.28618997420080705,31.76509126887579,0.16424647710133156,0.0
2018-04-03,0.23628513397453477,29.87263183992562,0.16424647710133156,0.0
2018-04-04,0.23441736506143854,31.54369323519071,0.16424647710133156,0.0
2018-04-05,0.23160142415880602,29.18567459094896,0.16424647710133156,0.8
2018-04-06,0.19325740406301767,30.867103215104933,0.16424647710133156,1.6
2018-04-07,0.24334143091616547,31.677666863527854,0.3429391845756277,0.5
2018-04-08,0.25713936380114577,31.279015186011584,0.3429391845756277,0.0
2018-04-09,0.2523207801228298,35.01107075518754,0.3429391845756277,0.7
2018-04-10,0.24248568436871878,33.17162165454956,0.3429391845756277,1.8
2018-04-11,0.1982077293388511,32.57948434558843,0.3429391845756277,0.3
2018-04-12,0.21973973250486778,28.63117471543031,0.3429391845756277,0.4
2018-04-13,0.22892691167302337,33.27257558457347,0.3429391845756277,0.9
2018-04-14,0.2155983690791503,35.16030489836654,0.3429391845756277,3.3
2018-04-15,0.23403451081543475,31.479704380304405,0.3429391845756277,2.4
2018-04-16,0.25935213323313927,32.63430759005085,0.3429391845756277,0.1
2018-04-17,0.31882214651231033,27.150600703148328,0.3429391845756277,0.1
2018-04-18,0.27675686740280747,30.881535274309172,0.3429391845756277,0.0
2018-04-19,0.26704132389613894,29.37500926361617,0.3429391845756277,0.0
2018-04-20,0.2525067901170258,33.921174734400026,0.3429391845756277,0.0
2018-04-21,0.18359504449964129,33.581800110289784,0.3429391845756277,0.0
2018-04-22,0.2291505277091698,33.83941199246477,0.3429391845756277,0.0
2018-04-23,0.24585321566068685,33.34530685208993,0.2543793988132902,0.0
2018-04-24,0.3349694386351911,36.425000292589964,0.2543793988132902,0.0
2018-04-25,0.268758197823218,32.087926498499925,0.2543793988132902,0.0
2018-04-26,0.26618161632864185,34.571332498742166,0.2543793988132902,0.0
2018-04-27,0.25363957295890904,36.07760269430917,0.2543793988132902,0.0
2018-04-28,0.21018814057098906,34.69042712230035,0.2543793988132902,0.0
2018-04-29,0.2780552406793224,35.03110648137494,0.2543793988132902,1.0
